Receive,Wed Apr 19 19:08:24 2023,pdu_exp=0,pdu_recv=0,status=OK
Receive,Wed Apr 19 19:08:24 2023,pdu_exp=1,pdu_recv=1,status=OK
Receive,Wed Apr 19 19:08:24 2023,pdu_exp=2,pdu_recv=2,status=OK
Receive,Wed Apr 19 19:08:24 2023,pdu_exp=3,pdu_recv=3,status=OK
Receive,Wed Apr 19 19:08:24 2023,pdu_exp=4,pdu_recv=4,status=OK
Receive,Wed Apr 19 19:08:24 2023,pdu_exp=5,pdu_recv=5,status=OK
Receive,Thu Apr 20 11:50:06 2023,pdu_exp=15,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:06 2023,pdu_exp=15,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=15,pdu_recv=15,status=OK
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=16,pdu_recv=16,status=OK
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=0,pdu_recv=0,status=OK
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=1,pdu_recv=1,status=OK
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=2,pdu_recv=2,status=OK
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=3,pdu_recv=3,status=OK
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=4,pdu_recv=4,status=OK
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=5,pdu_recv=5,status=OK
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=8,status=DataErr,data error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=10,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:07 2023,pdu_exp=6,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=6,pdu_recv=6,status=OK
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=7,pdu_recv=7,status=OK
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=7,status=DataErr,data error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=10,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=1,status=DataErr,data error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:08 2023,pdu_exp=8,pdu_recv=5,status=DataErr,data error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=5,status=DataErr,data error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=10,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:09 2023,pdu_exp=8,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=8,pdu_recv=8,status=OK
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=9,pdu_recv=9,status=OK
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=10,pdu_recv=10,status=OK
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=10,status=DataErr,data error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=1,status=DataErr,data error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:10 2023,pdu_exp=11,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:11 2023,pdu_exp=11,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=8,status=DataErr,data error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:12 2023,pdu_exp=11,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=11,pdu_recv=11,status=OK
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=12,pdu_recv=12,status=OK
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=12,status=DataErr,data error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=10,status=NoErr,Number error
Receive,Thu Apr 20 11:50:13 2023,pdu_exp=13,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=13,pdu_recv=13,status=OK
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=10,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:14 2023,pdu_exp=14,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=14,pdu_recv=14,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=15,pdu_recv=15,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=16,pdu_recv=16,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=0,pdu_recv=0,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=1,pdu_recv=1,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=2,pdu_recv=2,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=3,pdu_recv=3,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=4,pdu_recv=4,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=5,pdu_recv=5,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=6,pdu_recv=6,status=OK
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=6,status=DataErr,data error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:15 2023,pdu_exp=7,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=7,pdu_recv=7,status=OK
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=8,pdu_recv=8,status=OK
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=9,pdu_recv=9,status=OK
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=10,pdu_recv=10,status=OK
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=10,status=DataErr,data error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=14,status=DataErr,data error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:16 2023,pdu_exp=11,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=11,pdu_recv=11,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=12,pdu_recv=12,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=13,pdu_recv=13,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=14,pdu_recv=14,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=15,pdu_recv=15,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=16,pdu_recv=16,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=0,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=1,pdu_recv=1,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=2,pdu_recv=2,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=3,pdu_recv=3,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=4,pdu_recv=4,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=5,pdu_recv=5,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=6,pdu_recv=6,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=7,pdu_recv=7,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=8,pdu_recv=8,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=9,pdu_recv=9,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=10,pdu_recv=10,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=11,pdu_recv=11,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=12,pdu_recv=12,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=13,pdu_recv=13,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=14,pdu_recv=14,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=15,pdu_recv=15,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=16,pdu_recv=16,status=OK
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=3,status=DataErr,data error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=3,status=DataErr,data error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:17 2023,pdu_exp=0,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=0,pdu_recv=0,status=OK
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=1,pdu_recv=1,status=OK
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=2,pdu_recv=2,status=OK
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=10,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:18 2023,pdu_exp=3,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=1,status=DataErr,data error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=10,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=14,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=14,status=DataErr,data error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:19 2023,pdu_exp=3,pdu_recv=1,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=3,pdu_recv=3,status=OK
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=4,pdu_recv=4,status=OK
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=5,pdu_recv=5,status=OK
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=6,pdu_recv=6,status=OK
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=7,pdu_recv=7,status=OK
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=8,pdu_recv=8,status=OK
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=9,pdu_recv=9,status=OK
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=9,status=DataErr,data error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=11,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=12,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=13,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=15,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=16,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=0,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=2,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=3,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:20 2023,pdu_exp=10,pdu_recv=7,status=NoErr,Number error
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=10,pdu_recv=10,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=11,pdu_recv=11,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=12,pdu_recv=12,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=13,pdu_recv=13,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=14,pdu_recv=14,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=15,pdu_recv=15,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=16,pdu_recv=16,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=0,pdu_recv=0,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=1,pdu_recv=1,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=2,pdu_recv=2,status=OK
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=3,pdu_recv=2,status=DataErr,data error
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=3,pdu_recv=4,status=NoErr,Number error
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=3,pdu_recv=5,status=NoErr,Number error
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=3,pdu_recv=6,status=NoErr,Number error
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=3,pdu_recv=8,status=NoErr,Number error
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=3,pdu_recv=9,status=NoErr,Number error
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=3,pdu_recv=10,status=NoErr,Number error
Receive,Thu Apr 20 11:50:21 2023,pdu_exp=3,pdu_recv=12,status=NoErr,Number error
